UN Region,Sex,Age Group,Cause,Value,Low,High
Northern Africa,Female,40-44,Ischaemic heart disease,543.49658,361.24904,695.29012
Northern Africa,Female,45-49,Ischaemic heart disease,906.27594,601.06156,1162.16659
Northern Africa,Female,50-54,Ischaemic heart disease,1538.72553,1025.87544,1969.26957
Northern Africa,Female,55-59,Ischaemic heart disease,2496.55055,1668.50198,3190.96328
Northern Africa,Female,60-64,Ischaemic heart disease,3897.06147,2605.31264,4975.75697
Northern Africa,Female,65-69,Ischaemic heart disease,5302.65185,3545.20749,6743.728
Northern Africa,Female,70-74,Ischaemic heart disease,5576.80145,3726.60486,7101.09852
Northern Africa,Female,75-79,Ischaemic heart disease,5879.50462,3874.52949,7524.13432
Northern Africa,Female,80+,Ischaemic heart disease,14446.27333,9560.54941,18451.7841
Northern Africa,Female,All,Ischaemic heart disease,41365.05165,27395.19512,52803.99783
Northern Africa,Female,25-29,Stroke,61.11182,32.95781,93.34097
Northern Africa,Female,30-34,Stroke,89.95071,48.38077,136.66625
Northern Africa,Female,35-39,Stroke,137.86203,74.03001,208.38117
Northern Africa,Female,40-44,Stroke,196.43066,104.22889,295.12715
Northern Africa,Female,45-49,Stroke,239.36669,126.01322,360.43505
Northern Africa,Female,50-54,Stroke,394.4935,209.09665,592.64364
Northern Africa,Female,55-59,Stroke,615.07919,327.8113,921.03606
Northern Africa,Female,60-64,Stroke,890.56684,474.67625,1333.50599
Northern Africa,Female,65-69,Stroke,1195.99637,638.40271,1795.42702
Northern Africa,Female,70-74,Stroke,1359.47709,723.55144,2039.2276
Northern Africa,Female,75-79,Stroke,1545.2372,812.45488,2321.88397
Northern Africa,Female,80+,Stroke,3685.6514,1945.13806,5523.09916
Northern Africa,Female,All,Stroke,10411.22348,5491.43786,15611.46801
Northern Africa,Female,25-29,Chronic obstructive pulmonary disease,7.21166,2.78456,13.15114
Northern Africa,Female,30-34,Chronic obstructive pulmonary disease,13.25343,5.12558,24.10213
Northern Africa,Female,35-39,Chronic obstructive pulmonary disease,21.13722,8.0806,38.66413
Northern Africa,Female,70-74,Lower respiratory infections,435.00051,303.60592,570.7708
Northern Africa,Female,75-79,Lower respiratory infections,444.11404,298.64876,595.05631
Northern Africa,Female,80+,Lower respiratory infections,1239.82037,818.87613,1680.99551
Northern Africa,Female,All,Lower respiratory infections,5363.27321,3584.60313,7177.73211
Northern Africa,Female,25-29,"Trachea, bronchus, lung cancers",6.01193,3.61668,8.85492
Northern Africa,Female,30-34,"Trachea, bronchus, lung cancers",6.97646,4.23419,10.30965
Northern Africa,Female,35-39,"Trachea, bronchus, lung cancers",10.26748,6.15564,15.16618
Northern Africa,Female,40-44,"Trachea, bronchus, lung cancers",21.26819,12.78186,31.44745
Northern Africa,Female,65-69,Lower respiratory infections,366.66421,258.82006,478.72443
Northern Africa,Female,60-64,Lower respiratory infections,300.86454,211.65986,393.24436
Northern Africa,Female,55-59,Lower respiratory infections,194.33076,136.26647,253.7596
Northern Africa,Female,50-54,Lower respiratory infections,132.31534,91.31103,173.89941
Northern Africa,Female,45-49,Lower respiratory infections,92.00426,62.2879,122.77187
Northern Africa,Female,40-44,Lower respiratory infections,80.43122,54.61831,107.1062
Northern Africa,Female,35-39,Lower respiratory infections,73.46821,50.20543,97.16338
Northern Africa,Female,30-34,Lower respiratory infections,67.03388,45.81033,88.59302
Northern Africa,Female,25-29,Lower respiratory infections,50.93595,34.47928,67.47328
Northern Africa,Female,20-24,Lower respiratory infections,54.4747,37.42125,71.48032
Northern Africa,Female,15-19,Lower respiratory infections,63.07622,44.32855,82.32792
Northern Africa,Female,10-14,Lower respiratory infections,95.85083,66.37567,126.82159
Northern Africa,Female,5-9,Lower respiratory infections,220.58781,155.3617,292.73769
Northern Africa,Female,0-4,Lower respiratory infections,1452.30036,928.79179,2028.63073
Northern Africa,Female,All,Chronic obstructive pulmonary disease,2179.78778,848.70118,3977.0264
Northern Africa,Female,80+,Chronic obstructive pulmonary disease,758.82788,293.51355,1397.8013
Northern Africa,Female,75-79,Chronic obstructive pulmonary disease,330.00751,126.39139,607.08339
Northern Africa,Female,70-74,Chronic obstructive pulmonary disease,317.33675,127.54636,569.76096
Northern Africa,Female,65-69,Chronic obstructive pulmonary disease,277.43772,111.79285,496.99607
Northern Africa,Female,60-64,Chronic obstructive pulmonary disease,196.37518,78.76987,353.36259
Northern Africa,Female,55-59,Chronic obstructive pulmonary disease,129.44887,51.68346,233.68457
Northern Africa,Female,50-54,Chronic obstructive pulmonary disease,68.87837,26.95857,125.71977
Northern Africa,Female,45-49,Chronic obstructive pulmonary disease,36.82242,13.92066,68.13633
Northern Africa,Female,40-44,Chronic obstructive pulmonary disease,23.05076,8.7728,42.40978
Northern Africa,Female,45-49,"Trachea, bronchus, lung cancers",35.84554,21.51003,53.37305
Northern Africa,Male,35-39,Stroke,163.10158,88.87753,248.37397
Northern Africa,Male,40-44,Stroke,168.47015,90.88997,255.96789
Northern Africa,Male,45-49,Stroke,224.29795,120.70984,337.75409
Northern Africa,Male,50-54,Stroke,385.57429,207.8343,582.61389
Northern Africa,Male,55-59,Stroke,613.95957,329.95189,924.74384
Northern Africa,Male,60-64,Stroke,937.31112,502.53169,1406.12985
Northern Africa,Female,50-54,"Trachea, bronchus, lung cancers",50.34976,30.06242,75.11861
Northern Africa,Female,55-59,"Trachea, bronchus, lung cancers",63.72691,37.94041,95.02982
Northern Africa,Female,60-64,"Trachea, bronchus, lung cancers",69.87923,41.84319,103.85629
Northern Africa,Female,65-69,"Trachea, bronchus, lung cancers",73.49483,44.49953,108.96178
Northern Africa,Female,70-74,"Trachea, bronchus, lung cancers",67.24983,41.24153,99.00517
Northern Africa,Female,75-79,"Trachea, bronchus, lung cancers",42.34867,25.68479,62.85509
Northern Africa,Female,80+,"Trachea, bronchus, lung cancers",55.55154,33.90117,81.99955
Northern Africa,Female,All,"Trachea, bronchus, lung cancers",502.97039,303.72467,744.37983
Northern Africa,Male,25-29,Ischaemic heart disease,283.01575,190.28846,358.48388
Northern Africa,Male,30-34,Ischaemic heart disease,526.52322,354.64798,667.27715
Northern Africa,Male,35-39,Ischaemic heart disease,786.91896,526.48827,999.23387
Northern Africa,Male,40-44,Ischaemic heart disease,1084.39001,724.57037,1378.17555
Northern Africa,Male,45-49,Ischaemic heart disease,1605.15474,1072.24078,2042.38519
Northern Africa,Male,50-54,Ischaemic heart disease,2872.7434,1918.86433,3647.12658
Northern Africa,Male,55-59,Ischaemic heart disease,4634.15337,3101.60748,5884.18862
Northern Africa,Male,60-64,Ischaemic heart disease,6210.79127,4153.81626,7890.39048
Northern Africa,Male,65-69,Ischaemic heart disease,7227.24426,4833.19129,9186.66872
Northern Africa,Male,70-74,Ischaemic heart disease,6479.56728,4327.43757,8280.54411
Northern Africa,Male,75-79,Ischaemic heart disease,5864.46204,3877.56998,7488.34623
Northern Africa,Male,80+,Ischaemic heart disease,10883.96563,7168.2919,13988.77557
Northern Africa,Male,All,Ischaemic heart disease,48458.92991,32214.52812,61777.47803
Northern Africa,Male,25-29,Stroke,149.67131,82.36373,230.19031
Northern Africa,Male,30-34,Stroke,149.74619,82.07968,228.81307
Northern Africa,Male,65-69,Stroke,1220.45038,649.13319,1824.12157
Northern Africa,Male,35-39,Lower respiratory infections,112.96079,81.05016,147.90435
Northern Africa,Male,40-44,Lower respiratory infections,113.50611,80.8398,149.00336
Northern Africa,Male,45-49,Lower respiratory infections,124.17864,88.52198,162.67471
Northern Africa,Male,50-54,Lower respiratory infections,192.65508,138.06502,250.78826
Northern Africa,Male,55-59,Lower respiratory infections,312.33978,223.67391,406.36473
Northern Africa,Male,60-64,Lower respiratory infections,465.08799,332.66507,605.21829
Northern Africa,Male,65-69,Lower respiratory infections,503.5245,358.04054,656.25077
Northern Africa,Male,70-74,Stroke,1235.27581,656.49422,1848.59962
Northern Africa,Male,75-79,Stroke,1334.80529,702.22111,2001.03948
Northern Africa,Male,80+,Stroke,2516.20352,1317.4369,3799.04543
Northern Africa,Male,All,Stroke,9098.86714,4813.66087,13624.29582
Northern Africa,Male,25-29,Chronic obstructive pulmonary disease,18.20638,7.31694,32.62823
Northern Africa,Male,30-34,Chronic obstructive pulmonary disease,24.43062,9.89642,43.77965
Northern Africa,Male,35-39,Chronic obstructive pulmonary disease,29.11105,11.74982,52.13012
Northern Africa,Male,40-44,Chronic obstructive pulmonary disease,44.93405,18.01997,80.48807
Northern Africa,Male,45-49,Chronic obstructive pulmonary disease,65.24971,26.13477,116.84028
Northern Africa,Male,50-54,Chronic obstructive pulmonary disease,141.72333,57.66603,255.35299
Northern Africa,Male,55-59,Chronic obstructive pulmonary disease,259.73307,105.65398,466.32715
Northern Africa,Male,60-64,Chronic obstructive pulmonary disease,453.06881,183.02933,810.53643
Northern Africa,Male,65-69,Chronic obstructive pulmonary disease,589.11834,237.14596,1057.58727
Northern Africa,Male,70-74,Chronic obstructive pulmonary disease,550.99012,218.10932,999.60972
Northern Africa,Male,75-79,Chronic obstructive pulmonary disease,504.24081,191.69919,930.16371
Northern Africa,Male,80+,Chronic obstructive pulmonary disease,896.09938,333.89675,1668.38542
Northern Africa,Male,All,Chronic obstructive pulmonary disease,3576.90568,1405.70624,6479.60408
Northern Africa,Male,0-4,Lower respiratory infections,1832.95836,1143.56075,2574.04725
Northern Africa,Male,5-9,Lower respiratory infections,196.99961,141.11853,259.59473
Northern Africa,Male,10-14,Lower respiratory infections,131.65879,94.19034,172.50497
Northern Africa,Male,15-19,Lower respiratory infections,108.49589,78.14063,140.95392
Northern Africa,Male,20-24,Lower respiratory infections,89.22016,63.85776,116.22848
Northern Africa,Male,25-29,Lower respiratory infections,85.12014,60.6643,111.14321
Northern Africa,Male,30-34,Lower respiratory infections,96.45045,69.32702,126.09468
Northern Africa,Male,70-74,Lower respiratory infections,509.78475,353.85766,668.19647
Northern America,Both,60-64,Ischaemic heart disease,5033.02085,2673.60686,7124.76602
Northern America,Both,65-69,Ischaemic heart disease,6055.79755,3216.92906,8572.91308
Northern America,Both,70-74,Ischaemic heart disease,7551.87319,4011.68398,10691.37431
Northern America,Both,75-79,Ischaemic heart disease,7596.67209,4035.54049,10756.59694
Northern America,Both,80+,Ischaemic heart disease,36397.37553,19335.47104,51545.9876
Northern America,Both,All,Ischaemic heart disease,70027.03947,37200.05126,99154.14305
Northern Africa,Male,75-79,Lower respiratory infections,469.95547,316.8569,629.75577
Northern Africa,Male,80+,Lower respiratory infections,1059.61647,682.55938,1466.06651
Northern Africa,Male,All,Lower respiratory infections,6404.513,4323.64422,8548.62808
Northern Africa,Male,25-29,"Trachea, bronchus, lung cancers",10.61702,6.36979,15.85565
Northern Africa,Male,30-34,"Trachea, bronchus, lung cancers",13.88404,8.31434,20.75629
Northern Africa,Male,35-39,"Trachea, bronchus, lung cancers",12.80271,7.54592,19.00165
Northern Africa,Male,40-44,"Trachea, bronchus, lung cancers",53.11527,31.04289,80.76812
Northern Africa,Male,45-49,"Trachea, bronchus, lung cancers",114.80815,66.55459,174.97117
Northern Africa,Male,50-54,"Trachea, bronchus, lung cancers",196.69138,113.27531,302.03779
Northern Africa,Male,55-59,"Trachea, bronchus, lung cancers",285.32611,164.74172,439.31866
Northern Africa,Male,60-64,"Trachea, bronchus, lung cancers",329.19764,190.64988,504.77576
Northern Africa,Male,65-69,"Trachea, bronchus, lung cancers",325.44153,190.04044,493.24474
Northern Africa,Male,70-74,"Trachea, bronchus, lung cancers",244.36069,144.31848,366.02027
Northern Africa,Male,75-79,"Trachea, bronchus, lung cancers",156.46551,91.34987,237.29831
Northern Africa,Male,80+,"Trachea, bronchus, lung cancers",149.35315,87.11469,227.68205
Northern Africa,Male,All,"Trachea, bronchus, lung cancers",1892.06318,1100.07018,2879.34169
Northern America,Both,25-29,Ischaemic heart disease,57.30874,30.44191,81.08836
Northern America,Both,30-34,Ischaemic heart disease,154.05133,81.82941,217.93194
Northern America,Both,35-39,Ischaemic heart disease,286.87981,152.38831,405.92354
Northern America,Both,40-44,Ischaemic heart disease,458.17402,243.38375,648.46056
Northern America,Both,45-49,Ischaemic heart disease,890.45236,473.01259,1260.30031
Northern America,Both,50-54,Ischaemic heart disease,1915.37209,1017.45108,2710.80188
Northern America,Both,55-59,Ischaemic heart disease,3630.06193,1928.31279,5137.99852
Northern America,Both,25-29,Stroke,17.67958,5.62306,35.3531
Northern America,Both,All,Chronic obstructive pulmonary disease,11193.26429,1641.32772,30658.48251
Northern America,Both,0-4,Lower respiratory infections,31.06045,8.03249,71.15118
Northern America,Both,5-9,Lower respiratory infections,4.18716,1.08116,9.59799
Northern America,Both,10-14,Lower respiratory infections,3.42259,0.88013,7.85899
Northern America,Both,15-19,Lower respiratory infections,3.83732,0.98546,8.81602
Northern America,Both,20-24,Lower respiratory infections,10.40902,2.68675,23.86353
Northern America,Both,25-29,Lower respiratory infections,16.73854,4.31845,38.38219
Northern America,Both,30-34,Stroke,33.58196,10.69601,67.09998
Northern America,Both,35-39,Stroke,51.82482,16.51805,103.51072
Northern America,Both,40-44,Stroke,68.86001,21.92773,137.60448
Northern America,Both,45-49,Stroke,112.68859,35.88444,225.18827
Northern America,Both,50-54,Stroke,207.55079,66.1318,414.61651
Northern America,Both,55-59,Stroke,373.20747,118.86078,745.73041
Northern America,Both,60-64,Stroke,527.16516,167.86387,1053.46756
Northern America,Both,65-69,Stroke,696.15323,221.5289,1391.67142
Northern America,Both,70-74,Stroke,1017.5262,323.48522,2035.2011
Northern America,Both,75-79,Stroke,1224.6813,388.9157,2451.02206
Northern America,Both,80+,Stroke,6282.9323,1992.26143,12584.70155
Northern America,Both,All,Stroke,10613.85142,3369.69699,21245.16717
Northern America,Both,25-29,Chronic obstructive pulmonary disease,1.42854,0.20993,3.91033
Northern America,Both,30-34,Chronic obstructive pulmonary disease,3.6767,0.54093,10.0608
Northern America,Both,35-39,Chronic obstructive pulmonary disease,6.68019,0.98254,18.28098
Northern America,Both,40-44,Chronic obstructive pulmonary disease,15.88632,2.34091,43.45098
Northern America,Both,45-49,Chronic obstructive pulmonary disease,45.10637,6.63401,123.43954
Northern America,Both,50-54,Chronic obstructive pulmonary disease,165.2689,24.31176,452.25372
Northern America,Both,55-59,Chronic obstructive pulmonary disease,452.15035,66.5083,1237.32355
Northern America,Both,60-64,Chronic obstructive pulmonary disease,766.06217,112.54839,2097.08012
Northern America,Both,65-69,Chronic obstructive pulmonary disease,1075.63593,157.87655,2945.36523
Northern America,Both,70-74,Chronic obstructive pulmonary disease,1677.3533,246.10981,4593.47484
Northern America,Both,75-79,Chronic obstructive pulmonary disease,1762.5788,258.51022,4827.43195
Northern America,Both,80+,Chronic obstructive pulmonary disease,5221.43672,764.75438,14305.80071
Northern America,Both,30-34,Lower respiratory infections,24.27356,6.27207,55.62411
Northern America,Female,25-29,Ischaemic heart disease,16.61714,8.82691,23.51298
Northern America,Female,30-34,Ischaemic heart disease,39.53291,20.99855,55.90473
Northern America,Female,35-39,Ischaemic heart disease,77.83061,41.34193,110.09347
Northern America,Female,40-44,Ischaemic heart disease,129.479,68.777,183.16982
Northern America,Female,45-49,Ischaemic heart disease,243.80885,129.50884,344.96389
