UN SDG Region,Sex,Age Group,Cause,Value,Low,High
Sub-Saharan Africa,Male,70-74,"Trachea, bronchus, lung cancers",153.87799,84.43594,241.99436
Sub-Saharan Africa,Male,75-79,"Trachea, bronchus, lung cancers",114.94624,62.42913,183.46938
Sub-Saharan Africa,Male,80+,"Trachea, bronchus, lung cancers",96.20492,51.15008,154.36189
Sub-Saharan Africa,Male,All,"Trachea, bronchus, lung cancers",1260.09691,710.60716,1968.90736
Western Asia and Northern Africa,Both,25-29,Ischaemic heart disease,679.63069,459.34063,858.53098
Western Asia and Northern Africa,Both,30-34,Ischaemic heart disease,1357.94937,919.09081,1713.1675
Western Asia and Northern Africa,Both,35-39,Ischaemic heart disease,2105.61968,1429.70624,2657.83731
Western Asia and Northern Africa,Both,40-44,Ischaemic heart disease,3447.27074,2345.45238,4358.36497
Western Asia and Northern Africa,Both,45-49,Ischaemic heart disease,5606.3338,3812.8611,7101.7285
Western Asia and Northern Africa,Both,50-54,Ischaemic heart disease,8784.29854,5967.46813,11100.58855
Western Asia and Northern Africa,Both,55-59,Ischaemic heart disease,12889.72763,8752.46802,16291.45659
Western Asia and Northern Africa,Both,60-64,Ischaemic heart disease,17220.54854,11675.75583,21827.22318
Western Asia and Northern Africa,Both,65-69,Ischaemic heart disease,20859.99657,14124.69054,26444.86794
Western Asia and Northern Africa,Both,70-74,Ischaemic heart disease,20362.71911,13765.28786,25905.25087
Western Asia and Northern Africa,Both,75-79,Ischaemic heart disease,21362.85579,14457.82044,27140.91076
Western Asia and Northern Africa,Both,80+,Ischaemic heart disease,49540.83878,33401.28535,62934.43449
Western Asia and Northern Africa,Both,All,Ischaemic heart disease,164217.7892,111378.4854,208122.9611
Western Asia and Northern Africa,Both,25-29,Stroke,336.88445,184.0064,504.59197
Western Asia and Northern Africa,Both,30-34,Stroke,425.11797,231.22473,637.71757
Western Asia and Northern Africa,Both,35-39,Stroke,619.6238,334.94304,928.44367
Western Asia and Northern Africa,Both,40-44,Stroke,899.6514,485.32034,1343.30251
Western Asia and Northern Africa,Both,45-49,Stroke,1229.85538,658.68578,1836.54707
Western Asia and Northern Africa,Both,50-54,Stroke,1810.50344,968.86844,2704.68283
Western Asia and Northern Africa,Both,55-59,Stroke,2575.30569,1373.57969,3825.25895
Western Asia and Northern Africa,Both,60-64,Stroke,3629.00611,1929.85056,5395.38394
Western Asia and Northern Africa,Both,65-69,Stroke,4763.67492,2533.39012,7079.12555
Western Asia and Northern Africa,Both,70-74,Stroke,5223.70497,2776.08891,7803.86171
Western Asia and Northern Africa,Both,40-44,Lower respiratory infections,480.93845,344.66136,632.3029
Western Asia and Northern Africa,Both,45-49,Lower respiratory infections,547.13814,391.81492,719.4717
Western Asia and Northern Africa,Both,50-54,Lower respiratory infections,696.86779,499.21292,913.30904
Western Asia and Northern Africa,Both,55-59,Lower respiratory infections,958.10276,680.14416,1252.55194
Western Asia and Northern Africa,Both,60-64,Lower respiratory infections,1349.29002,948.98012,1771.2033
Western Asia and Northern Africa,Both,65-69,Lower respiratory infections,1544.45254,1081.85154,2035.39627
Western Asia and Northern Africa,Both,70-74,Lower respiratory infections,1751.02037,1210.85348,2318.72783
Western Asia and Northern Africa,Both,75-79,Lower respiratory infections,1929.67836,1302.72556,2597.6476
Western Asia and Northern Africa,Both,80+,Lower respiratory infections,5257.23163,3439.53094,7228.38758
Western Asia and Northern Africa,Both,All,Lower respiratory infections,23432.84463,15984.60492,31227.86829
Western Asia and Northern Africa,Both,25-29,"Trachea, bronchus, lung cancers",26.14816,16.14066,38.62446
Western Asia and Northern Africa,Both,30-34,"Trachea, bronchus, lung cancers",36.50197,22.21467,53.85649
Western Asia and Northern Africa,Both,35-39,"Trachea, bronchus, lung cancers",65.21354,39.1296,97.34645
Western Asia and Northern Africa,Both,40-44,"Trachea, bronchus, lung cancers",179.61287,105.9181,271.09656
Western Asia and Northern Africa,Both,45-49,"Trachea, bronchus, lung cancers",410.51572,238.81143,622.43158
Western Asia and Northern Africa,Both,50-54,"Trachea, bronchus, lung cancers",730.87307,423.39926,1111.53481
Western Asia and Northern Africa,Both,55-59,"Trachea, bronchus, lung cancers",1089.85028,629.85617,1659.59185
Western Asia and Northern Africa,Both,60-64,"Trachea, bronchus, lung cancers",1304.24661,754.28286,1986.33559
Western Asia and Northern Africa,Both,65-69,"Trachea, bronchus, lung cancers",1329.07902,775.95667,2020.67153
Western Asia and Northern Africa,Both,70-74,"Trachea, bronchus, lung cancers",1086.61809,635.69809,1652.10064
Western Asia and Northern Africa,Both,75-79,Stroke,6283.41357,3274.19033,9385.45481
Western Asia and Northern Africa,Both,80+,Stroke,14223.42916,7419.61365,21342.33518
Western Asia and Northern Africa,Both,All,Stroke,42020.17084,22079.46484,62754.36769
Western Asia and Northern Africa,Both,25-29,Chronic obstructive pulmonary disease,52.04634,20.96358,93.68318
Western Asia and Northern Africa,Both,30-34,Chronic obstructive pulmonary disease,80.14743,32.25387,143.79853
Western Asia and Northern Africa,Both,35-39,Chronic obstructive pulmonary disease,107.41307,43.12431,192.86445
Western Asia and Northern Africa,Both,40-44,Chronic obstructive pulmonary disease,155.89499,62.49435,281.63696
Western Asia and Northern Africa,Both,45-49,Chronic obstructive pulmonary disease,239.42299,95.06977,431.36956
Western Asia and Northern Africa,Both,50-54,Chronic obstructive pulmonary disease,421.40992,169.18067,763.59798
Western Asia and Northern Africa,Both,55-59,Chronic obstructive pulmonary disease,724.10413,290.00479,1309.52371
Western Asia and Northern Africa,Both,60-64,Chronic obstructive pulmonary disease,1183.76445,468.88127,2149.80968
Western Asia and Northern Africa,Both,65-69,Chronic obstructive pulmonary disease,1604.74976,627.91461,2923.04164
Western Asia and Northern Africa,Both,70-74,Chronic obstructive pulmonary disease,1820.46245,698.65385,3364.98305
Western Asia and Northern Africa,Both,75-79,Chronic obstructive pulmonary disease,2026.04104,756.9596,3821.05521
Western Asia and Northern Africa,Both,80+,Chronic obstructive pulmonary disease,4365.54288,1620.81104,8337.80412
Western Asia and Northern Africa,Both,All,Chronic obstructive pulmonary disease,12780.99944,4881.88749,23741.30241
Western Asia and Northern Africa,Both,0-4,Lower respiratory infections,6403.13854,3992.27745,8713.09298
Western Asia and Northern Africa,Both,5-9,Lower respiratory infections,610.47154,429.87068,797.6328
Western Asia and Northern Africa,Both,10-14,Lower respiratory infections,399.94456,272.97091,527.32669
Western Asia and Northern Africa,Both,15-19,Lower respiratory infections,259.19641,183.26004,336.60897
Western Asia and Northern Africa,Both,20-24,Lower respiratory infections,248.45257,174.83471,323.77513
Western Asia and Northern Africa,Both,25-29,Lower respiratory infections,267.37238,188.59708,350.01775
Western Asia and Northern Africa,Both,30-34,Lower respiratory infections,331.57993,235.3881,433.01545
Western Asia and Northern Africa,Both,35-39,Lower respiratory infections,397.96866,284.48887,521.37959
Western Asia and Northern Africa,Female,40-44,Stroke,424.84285,228.42985,634.62446
Western Asia and Northern Africa,Female,45-49,Stroke,542.48297,289.41255,806.89344
Western Asia and Northern Africa,Female,50-54,Stroke,802.159,425.29714,1196.40693
Western Asia and Northern Africa,Female,55-59,Stroke,1156.69881,612.59208,1724.49924
Western Asia and Northern Africa,Female,60-64,Stroke,1641.24403,867.72734,2449.21438
Western Asia and Northern Africa,Both,75-79,"Trachea, bronchus, lung cancers",799.44137,463.77606,1220.48523
Western Asia and Northern Africa,Both,80+,"Trachea, bronchus, lung cancers",861.29386,498.8018,1316.9588
Western Asia and Northern Africa,Both,All,"Trachea, bronchus, lung cancers",7919.39457,4608.18934,12050.85109
Western Asia and Northern Africa,Female,25-29,Ischaemic heart disease,225.03967,152.17238,285.83555
Western Asia and Northern Africa,Female,30-34,Ischaemic heart disease,447.15675,303.11287,566.34244
Western Asia and Northern Africa,Female,35-39,Ischaemic heart disease,608.28205,413.04362,770.87897
Western Asia and Northern Africa,Female,40-44,Ischaemic heart disease,974.57107,662.49337,1237.70732
Western Asia and Northern Africa,Female,45-49,Ischaemic heart disease,1684.14965,1143.9377,2140.18594
Western Asia and Northern Africa,Female,50-54,Ischaemic heart disease,2662.04075,1803.62162,3388.5825
Western Asia and Northern Africa,Female,55-59,Ischaemic heart disease,4067.0942,2754.29644,5162.93169
Western Asia and Northern Africa,Female,60-64,Ischaemic heart disease,6187.46489,4190.15562,7876.87937
Western Asia and Northern Africa,Female,65-69,Ischaemic heart disease,8513.7942,5760.41983,10817.87978
Western Asia and Northern Africa,Female,70-74,Ischaemic heart disease,9163.21681,6192.36176,11665.03531
Western Asia and Northern Africa,Female,75-79,Ischaemic heart disease,10688.25747,7229.90564,13574.35933
Western Asia and Northern Africa,Female,80+,Ischaemic heart disease,29455.73337,19912.86805,37348.97671
Western Asia and Northern Africa,Female,All,Ischaemic heart disease,74676.80088,50580.59308,94843.62709
Western Asia and Northern Africa,Female,25-29,Stroke,110.3733,59.53091,165.62354
Western Asia and Northern Africa,Female,30-34,Stroke,166.46149,89.86568,250.37145
Western Asia and Northern Africa,Female,35-39,Stroke,273.6594,147.77085,409.80896
Western Asia and Northern Africa,Female,65-69,Stroke,2283.65222,1210.30699,3404.59204
Western Asia and Northern Africa,Female,70-74,Stroke,2681.7206,1421.12194,4004.52977
Western Asia and Northern Africa,Female,75-79,Stroke,3411.80173,1777.07075,5103.94771
Western Asia and Northern Africa,Female,80+,Stroke,8915.7014,4652.8091,13377.70378
Western Asia and Northern Africa,Female,All,Stroke,22410.7978,11707.66829,33389.35415
Western Asia and Northern Africa,Female,25-29,Chronic obstructive pulmonary disease,15.40414,6.18949,28.12541
Western Asia and Northern Africa,Female,30-34,Chronic obstructive pulmonary disease,26.64874,10.65053,48.40414
Western Asia and Northern Africa,Female,35-39,Chronic obstructive pulmonary disease,42.77923,17.00515,77.55488
Western Asia and Northern Africa,Female,40-44,Chronic obstructive pulmonary disease,49.87356,19.83501,91.14288
Western Asia and Northern Africa,Female,45-49,Chronic obstructive pulmonary disease,75.92269,30.03577,137.92779
Western Asia and Northern Africa,Female,50-54,Chronic obstructive pulmonary disease,127.34345,50.44692,231.94159
Western Asia and Northern Africa,Female,55-59,Chronic obstructive pulmonary disease,224.34645,89.02489,407.67861
Western Asia and Northern Africa,Female,60-64,Chronic obstructive pulmonary disease,344.11416,135.30309,627.785
Western Asia and Northern Africa,Female,65-69,Chronic obstructive pulmonary disease,510.50558,199.85222,931.31183
Western Asia and Northern Africa,Female,70-74,Chronic obstructive pulmonary disease,643.22105,247.86604,1178.14145
Western Asia and Northern Africa,Female,75-79,Chronic obstructive pulmonary disease,798.4197,299.14627,1501.81579
Western Asia and Northern Africa,Female,80+,Chronic obstructive pulmonary disease,2172.38491,803.62219,4144.20408
Western Asia and Northern Africa,Female,All,Chronic obstructive pulmonary disease,5030.96367,1910.5287,9385.10305
Western Asia and Northern Africa,Female,0-4,Lower respiratory infections,2805.23194,1763.73251,3806.33728
Western Asia and Northern Africa,Female,5-9,Lower respiratory infections,325.52705,228.26596,425.81293
Western Asia and Northern Africa,Female,10-14,Lower respiratory infections,180.3675,121.7042,240.00816
Western Asia and Northern Africa,Female,15-19,Lower respiratory infections,104.33596,73.36888,136.03821
Western Asia and Northern Africa,Female,20-24,Lower respiratory infections,104.45323,72.79972,137.57326
Western Asia and Northern Africa,Female,25-29,Lower respiratory infections,113.20098,79.67203,149.66826
Western Asia and Northern Africa,Female,30-34,Lower respiratory infections,145.28454,103.03723,191.1354
Western Asia and Northern Africa,Female,35-39,Lower respiratory infections,161.36326,114.51174,212.58084
Western Asia and Northern Africa,Female,40-44,Lower respiratory infections,194.55898,139.42656,256.09185
Western Asia and Northern Africa,Female,45-49,Lower respiratory infections,219.28246,156.60629,289.41921
Western Asia and Northern Africa,Female,50-54,Lower respiratory infections,265.4496,186.52599,350.69813
Western Asia and Northern Africa,Female,55-59,Lower respiratory infections,349.43829,246.25435,460.31283
Western Asia and Northern Africa,Female,60-64,Lower respiratory infections,502.10956,352.02799,663.04452
Western Asia and Northern Africa,Female,65-69,Lower respiratory infections,640.46127,448.5239,846.30632
Western Asia and Northern Africa,Female,70-74,Lower respiratory infections,780.86758,539.45021,1033.4591
Western Asia and Northern Africa,Female,75-79,Lower respiratory infections,920.77394,615.3653,1248.39882
Western Asia and Northern Africa,Female,80+,Lower respiratory infections,2960.50972,1949.28492,4075.15547
Western Asia and Northern Africa,Female,All,Lower respiratory infections,10773.21586,7347.90914,14442.25513
Western Asia and Northern Africa,Female,25-29,"Trachea, bronchus, lung cancers",10.24444,6.34923,15.08832
Western Asia and Northern Africa,Female,30-34,"Trachea, bronchus, lung cancers",13.88537,8.54131,20.44066
Western Asia and Northern Africa,Female,35-39,"Trachea, bronchus, lung cancers",23.5799,14.30815,35.08608
Western Asia and Northern Africa,Female,40-44,"Trachea, bronchus, lung cancers",47.7612,28.80419,71.22708
Western Asia and Northern Africa,Female,45-49,"Trachea, bronchus, lung cancers",83.53905,50.15266,125.31478
Western Asia and Northern Africa,Female,50-54,"Trachea, bronchus, lung cancers",130.18855,77.80026,194.76511
Western Asia and Northern Africa,Female,55-59,"Trachea, bronchus, lung cancers",171.34962,102.33202,256.7002
Western Asia and Northern Africa,Female,60-64,"Trachea, bronchus, lung cancers",205.5099,122.24722,308.56283
Western Asia and Northern Africa,Female,65-69,"Trachea, bronchus, lung cancers",226.694,135.26427,340.01701
Western Asia and Northern Africa,Female,70-74,"Trachea, bronchus, lung cancers",205.52567,122.69277,308.62843
Western Asia and Northern Africa,Female,75-79,"Trachea, bronchus, lung cancers",166.79135,98.54072,251.86688
Western Asia and Northern Africa,Female,80+,"Trachea, bronchus, lung cancers",249.26218,146.79681,379.35978
Western Asia and Northern Africa,Female,All,"Trachea, bronchus, lung cancers",1534.33123,910.9084,2310.44226
Western Asia and Northern Africa,Male,25-29,Ischaemic heart disease,454.59102,307.16825,572.48633
Western Asia and Northern Africa,Male,30-34,Ischaemic heart disease,910.79262,615.99041,1148.24358
Western Asia and Northern Africa,Male,35-39,Ischaemic heart disease,1497.33763,1016.67862,1889.34035
Western Asia and Northern Africa,Male,40-44,Ischaemic heart disease,2472.69966,1683.18602,3120.65008
Western Asia and Northern Africa,Male,45-49,Ischaemic heart disease,3922.18415,2669.37718,4947.73936
Western Asia and Northern Africa,Male,50-54,Ischaemic heart disease,6122.25779,4164.12361,7725.85106
Western Asia and Northern Africa,Male,55-59,Ischaemic heart disease,8822.63343,5998.29181,11130.39551
Western Asia and Northern Africa,Male,60-64,Ischaemic heart disease,11033.08366,7485.60021,13949.06529
Western Asia and Northern Africa,Male,65-69,Ischaemic heart disease,12346.20237,8364.27071,15626.98816
Western Asia and Northern Africa,Male,70-74,Ischaemic heart disease,11199.5023,7572.9261,14231.40982
Western Asia and Northern Africa,Male,75-79,Ischaemic heart disease,10674.59832,7223.9405,13569.54088
Western Asia and Northern Africa,Male,80+,Ischaemic heart disease,20085.10541,13488.41731,25585.95474
Western Asia and Northern Africa,Male,All,Ischaemic heart disease,89540.98835,60797.89236,113367.2824
Western Asia and Northern Africa,Male,25-29,Stroke,226.51115,124.63487,339.72417
Western Asia and Northern Africa,Male,30-34,Stroke,258.65648,141.14351,387.34454
Western Asia and Northern Africa,Male,35-39,Stroke,345.96439,187.16474,516.90208
Western Asia and Northern Africa,Male,40-44,Stroke,474.80855,255.5259,709.66287
Western Asia and Northern Africa,Male,45-49,Stroke,687.37241,368.92123,1028.95156
Western Asia and Northern Africa,Male,50-54,Stroke,1008.34443,539.9453,1506.72193
Western Asia and Northern Africa,Male,55-59,Stroke,1418.60688,760.60216,2115.87376
Western Asia and Northern Africa,Male,60-64,Stroke,1987.76208,1062.12321,2956.58727
Western Asia and Northern Africa,Male,65-69,Stroke,2480.0227,1323.08313,3680.23794
Western Asia and Northern Africa,Male,70-74,Stroke,2541.98438,1354.96697,3799.33194
Western Asia and Northern Africa,Male,75-79,Stroke,2871.61183,1497.11959,4271.42825
Western Asia and Northern Africa,Male,80+,Stroke,5307.72776,2766.71342,7963.08748
Western Asia and Northern Africa,Male,All,Stroke,19609.37304,10371.79655,29221.27993
Western Asia and Northern Africa,Male,25-29,Chronic obstructive pulmonary disease,36.6422,14.79496,65.79879
Western Asia and Northern Africa,Male,30-34,Chronic obstructive pulmonary disease,53.49869,21.68607,96.43819
Western Asia and Northern Africa,Male,35-39,Chronic obstructive pulmonary disease,64.63384,26.09719,114.97841
Western Asia and Northern Africa,Male,40-44,Chronic obstructive pulmonary disease,106.02142,42.56803,190.05549
Western Asia and Northern Africa,Male,45-49,Chronic obstructive pulmonary disease,163.5003,65.47839,295.39719
Western Asia and Northern Africa,Male,50-54,Chronic obstructive pulmonary disease,294.06647,117.88151,530.41122
Western Asia and Northern Africa,Male,55-59,Chronic obstructive pulmonary disease,499.75768,200.49234,901.76451
Western Asia and Northern Africa,Male,60-64,Chronic obstructive pulmonary disease,839.65029,333.57819,1521.86674
Western Asia and Northern Africa,Male,65-69,Chronic obstructive pulmonary disease,1094.24418,428.06239,1991.37644
Western Asia and Northern Africa,Male,70-74,Chronic obstructive pulmonary disease,1177.2414,450.21071,2186.8416
Western Asia and Northern Africa,Male,75-79,Chronic obstructive pulmonary disease,1227.62134,457.82935,2318.33984
Western Asia and Northern Africa,Male,80+,Chronic obstructive pulmonary disease,2193.15797,815.04086,4173.50353
Western Asia and Northern Africa,Male,All,Chronic obstructive pulmonary disease,7750.03577,2971.19556,14354.27229
Western Asia and Northern Africa,Male,0-4,Lower respiratory infections,3597.9066,2236.29601,4906.52515
Western Asia and Northern Africa,Male,5-9,Lower respiratory infections,284.94449,200.87693,370.69131
Western Asia and Northern Africa,Male,10-14,Lower respiratory infections,219.57706,152.8181,287.05433
Western Asia and Northern Africa,Male,15-19,Lower respiratory infections,154.86045,111.40702,199.69026
Western Asia and Northern Africa,Male,20-24,Lower respiratory infections,143.99934,102.30607,187.02494
Western Asia and Northern Africa,Male,25-29,Lower respiratory infections,154.1714,109.01396,200.78258
Western Asia and Northern Africa,Male,30-34,Lower respiratory infections,186.29539,133.26968,241.87563
Western Asia and Northern Africa,Male,35-39,Lower respiratory infections,236.6054,170.65093,308.88525
Western Asia and Northern Africa,Male,40-44,Lower respiratory infections,286.37947,207.11696,375.09449
Western Asia and Northern Africa,Male,45-49,Lower respiratory infections,327.85569,237.90141,429.71393
Western Asia and Northern Africa,Male,50-54,Lower respiratory infections,431.41819,313.94966,561.85098
Western Asia and Northern Africa,Male,55-59,Lower respiratory infections,608.66447,438.16142,793.39158
Western Asia and Northern Africa,Male,60-64,Lower respiratory infections,847.18046,600.35066,1106.93622
Western Asia and Northern Africa,Male,65-69,Lower respiratory infections,903.99126,633.35409,1188.08625
Western Asia and Northern Africa,Male,70-74,Lower respiratory infections,970.15279,671.99084,1284.30642
Western Asia and Northern Africa,Male,75-79,Lower respiratory infections,1008.90442,686.96109,1352.1813
Western Asia and Northern Africa,Male,80+,Lower respiratory infections,2296.72191,1507.76993,3157.45633
Western Asia and Northern Africa,Male,All,Lower respiratory infections,12659.62877,8664.81233,16777.70572
Western Asia and Northern Africa,Male,25-29,"Trachea, bronchus, lung cancers",15.90372,9.75659,23.48768
Western Asia and Northern Africa,Male,30-34,"Trachea, bronchus, lung cancers",22.6166,13.68097,33.46062
Western Asia and Northern Africa,Male,35-39,"Trachea, bronchus, lung cancers",41.63364,24.775,62.4513
Western Asia and Northern Africa,Male,40-44,"Trachea, bronchus, lung cancers",131.85168,76.83476,199.40146
Western Asia and Northern Africa,Male,45-49,"Trachea, bronchus, lung cancers",326.97667,188.88153,497.52566
Western Asia and Northern Africa,Male,50-54,"Trachea, bronchus, lung cancers",600.68451,344.9275,916.45517
Western Asia and Northern Africa,Male,55-59,"Trachea, bronchus, lung cancers",918.50066,526.18278,1402.9086
Western Asia and Northern Africa,Male,60-64,"Trachea, bronchus, lung cancers",1098.73671,631.11348,1677.48194
Western Asia and Northern Africa,Male,65-69,"Trachea, bronchus, lung cancers",1102.38502,640.47212,1678.34204
Western Asia and Northern Africa,Male,70-74,"Trachea, bronchus, lung cancers",881.09243,512.9224,1345.00725
Western Asia and Northern Africa,Male,75-79,"Trachea, bronchus, lung cancers",632.65002,365.41283,965.9719
Western Asia and Northern Africa,Male,80+,"Trachea, bronchus, lung cancers",612.03168,351.37728,938.23769
Western Asia and Northern Africa,Male,All,"Trachea, bronchus, lung cancers",6385.06333,3687.87078,9739.58284
