Country,Sex,Cause,Value,Low,High
Guatemala,Female,Chronic obstructive pulmonary disease,129.94081,38.43,274.92104
Grenada,Both,Chronic obstructive pulmonary disease,1.25627,0.23793,3.18091
Grenada,Both,Ischaemic heart disease,25.21506,14.3056,35.41085
Grenada,Both,Lower respiratory infections,5.82653,1.65716,11.11331
Grenada,Both,Stroke,8.9926,3.20235,16.55866
Grenada,Both,"Trachea, bronchus, lung cancers",0.64904,0.26411,1.23732
Guyana,Both,Ischaemic heart disease,218.02092,109.85568,321.79899
Honduras,Female,Lower respiratory infections,95.98671,47.24987,149.8505
Honduras,Female,Stroke,422.27791,197.96803,668.91871
Honduras,Female,"Trachea, bronchus, lung cancers",13.72438,6.34359,23.47332
Honduras,Male,Chronic obstructive pulmonary disease,182.52644,51.96467,401.65026
Honduras,Male,Ischaemic heart disease,794.13188,485.76635,1046.84378
Honduras,Male,Lower respiratory infections,136.46479,67.17539,213.04322
Honduras,Male,Stroke,289.99755,135.9537,459.37708
Honduras,Male,"Trachea, bronchus, lung cancers",17.90146,8.27429,30.61755
Croatia,Both,Chronic obstructive pulmonary disease,236.80537,62.79555,537.56932
Guyana,Both,Lower respiratory infections,33.8282,8.39646,68.41823
Guyana,Both,Stroke,90.83517,24.44752,172.39822
Guyana,Both,"Trachea, bronchus, lung cancers",1.79677,0.46419,3.89978
Guyana,Female,Chronic obstructive pulmonary disease,4.92817,0.68296,13.02071
Guyana,Female,Ischaemic heart disease,95.51603,48.12831,140.98171
Guyana,Female,Lower respiratory infections,15.01841,3.7277,30.37504
Guyana,Female,Stroke,46.67065,12.56101,88.57733
Guyana,Female,"Trachea, bronchus, lung cancers",0.61714,0.15944,1.33946
Guyana,Male,Chronic obstructive pulmonary disease,9.90384,1.3725,26.16693
Guyana,Male,Ischaemic heart disease,122.50489,61.72737,180.81729
Guyana,Male,Lower respiratory infections,18.80979,4.66876,38.04319
Guyana,Male,Stroke,44.16453,11.88651,83.8209
Guyana,Male,"Trachea, bronchus, lung cancers",1.17963,0.30476,2.56032
Honduras,Both,Chronic obstructive pulmonary disease,392.01047,111.60408,862.62081
Honduras,Both,Ischaemic heart disease,1650.05842,1009.33216,2175.14676
Honduras,Both,Lower respiratory infections,232.4515,114.42526,362.89373
Honduras,Both,Stroke,712.27546,333.92173,1128.29579
Honduras,Both,"Trachea, bronchus, lung cancers",31.62584,14.61788,54.09087
Honduras,Female,Chronic obstructive pulmonary disease,209.48403,59.63941,460.97055
Honduras,Female,Ischaemic heart disease,855.92654,523.56582,1128.30298
Croatia,Both,Ischaemic heart disease,2329.65898,1426.22903,3062.28149
Haiti,Female,Lower respiratory infections,310.34702,51.30698,671.57993
Haiti,Female,Stroke,575.01868,127.13993,1141.10442
Haiti,Female,"Trachea, bronchus, lung cancers",11.44692,2.42509,25.80115
Haiti,Male,Chronic obstructive pulmonary disease,101.34191,10.74822,279.33295
Haiti,Male,Ischaemic heart disease,928.91661,404.85683,1402.93502
Haiti,Male,Lower respiratory infections,293.53372,48.52738,635.19654
Haiti,Male,Stroke,347.3101,76.79226,689.22472
Haiti,Male,"Trachea, bronchus, lung cancers",8.31336,1.76123,18.73815
Hungary,Both,Chronic obstructive pulmonary disease,693.27215,181.37179,1562.89897
Croatia,Both,Lower respiratory infections,158.8088,74.68438,255.43661
Croatia,Both,Stroke,699.61293,321.52419,1139.23505
Croatia,Both,"Trachea, bronchus, lung cancers",199.56253,102.10427,334.10209
Croatia,Female,Chronic obstructive pulmonary disease,100.13873,26.55458,227.32386
Croatia,Female,Ischaemic heart disease,1297.55393,794.36909,1705.60388
Croatia,Female,Lower respiratory infections,95.40927,44.86894,153.4614
Croatia,Female,Stroke,402.38864,184.92752,655.24124
Croatia,Female,"Trachea, bronchus, lung cancers",53.86392,27.55896,90.17749
Croatia,Male,Chronic obstructive pulmonary disease,136.66663,36.24097,310.24545
Croatia,Male,Ischaemic heart disease,1032.10504,631.85994,1356.67761
Croatia,Male,Lower respiratory infections,63.39953,29.81544,101.97521
Croatia,Male,Stroke,297.22429,136.59667,483.99381
Croatia,Male,"Trachea, bronchus, lung cancers",145.69861,74.54531,243.9246
Haiti,Both,Chronic obstructive pulmonary disease,169.71337,17.99963,467.78808
Haiti,Both,Ischaemic heart disease,1998.64952,871.0867,3018.54372
Haiti,Both,Lower respiratory infections,603.88074,99.83435,1306.77646
Haiti,Both,Stroke,922.32878,203.93219,1830.32914
Haiti,Both,"Trachea, bronchus, lung cancers",19.76028,4.18631,44.5393
Haiti,Female,Chronic obstructive pulmonary disease,68.37146,7.25141,188.45513
Haiti,Female,Ischaemic heart disease,1069.73291,466.22987,1615.60871
Hungary,Both,Ischaemic heart disease,6872.01776,4144.85249,9163.27738
Indonesia,Female,Lower respiratory infections,4212.69935,2314.78026,6335.6507
Indonesia,Female,Stroke,23360.14965,11160.44314,36757.28695
Indonesia,Female,"Trachea, bronchus, lung cancers",619.93711,337.98479,1018.15655
Indonesia,Male,Chronic obstructive pulmonary disease,6884.38608,2040.74843,14671.36893
Indonesia,Male,Ischaemic heart disease,29382.53574,18287.51186,38716.074
Indonesia,Male,Lower respiratory infections,5111.16259,2808.4649,7686.88629
Indonesia,Male,Stroke,21500.86734,10272.16054,33831.69896
Hungary,Both,Lower respiratory infections,226.72926,102.44093,372.38413
Hungary,Both,Stroke,1291.73218,583.59257,2110.74668
India,Both,Lower respiratory infections,119116.5849,89014.67833,152967.0915
India,Both,Stroke,136976.1034,73544.84424,209979.4257
India,Both,"Trachea, bronchus, lung cancers",16846.94105,10915.63543,23684.21264
India,Female,Chronic obstructive pulmonary disease,90027.00957,39413.66631,162555.6834
India,Female,Ischaemic heart disease,158068.2716,110702.3436,198903.503
India,Female,Lower respiratory infections,61121.76182,45675.7048,78491.32126
India,Female,Stroke,64424.92311,34590.85795,98761.08327
India,Female,"Trachea, bronchus, lung cancers",4927.31113,3192.5518,6927.04296
India,Male,Chronic obstructive pulmonary disease,115530.2311,50578.93181,208605.1261
India,Male,Ischaemic heart disease,246072.6086,172335.7522,309642.8104
India,Male,Lower respiratory infections,57994.82305,43338.97353,74475.77019
India,Male,Stroke,72551.18028,38953.98628,111218.3424
India,Male,"Trachea, bronchus, lung cancers",11919.62992,7723.08364,16757.16967
Ireland,Both,Chronic obstructive pulmonary disease,124.37434,20.47027,328.31709
Ireland,Both,Ischaemic heart disease,691.3189,382.55874,969.60473
Ireland,Both,Lower respiratory infections,109.57657,32.05361,229.04691
Ireland,Both,Stroke,128.57685,44.53039,245.84116
Ireland,Both,"Trachea, bronchus, lung cancers",61.82143,27.34143,114.73319
Ireland,Female,Chronic obstructive pulmonary disease,58.39554,9.61109,154.14958
Ireland,Female,Ischaemic heart disease,297.65356,164.7141,417.47202
Ireland,Female,Lower respiratory infections,57.77103,16.89932,120.75826
Ireland,Female,Stroke,73.27481,25.37747,140.10271
Ireland,Female,"Trachea, bronchus, lung cancers",26.25956,11.61367,48.73461
Ireland,Male,Chronic obstructive pulmonary disease,65.97881,10.85919,174.16751
Ireland,Male,Ischaemic heart disease,393.66534,217.84464,552.13271
Ireland,Male,Lower respiratory infections,51.80554,15.15428,108.28865
Hungary,Both,"Trachea, bronchus, lung cancers",551.62438,288.04732,936.10321
Hungary,Female,Chronic obstructive pulmonary disease,324.15497,84.80445,730.76853
Hungary,Female,Ischaemic heart disease,3828.13534,2308.93703,5104.50747
Hungary,Female,Lower respiratory infections,119.54265,54.01182,196.33896
Hungary,Female,Stroke,743.90911,336.09121,1215.5799
Hungary,Female,"Trachea, bronchus, lung cancers",226.60111,118.32661,384.54071
Hungary,Male,Chronic obstructive pulmonary disease,369.11718,96.56733,832.13044
Hungary,Male,Ischaemic heart disease,3043.88242,1835.91546,4058.76992
Hungary,Male,Lower respiratory infections,107.18661,48.42911,176.04517
Hungary,Male,Stroke,547.82307,247.50136,895.16678
Hungary,Male,"Trachea, bronchus, lung cancers",325.02327,169.72071,551.5625
Indonesia,Both,Chronic obstructive pulmonary disease,10268.17192,3043.80892,21882.58136
Indonesia,Both,Ischaemic heart disease,52549.04181,32706.20459,69241.55934
Indonesia,Both,Lower respiratory infections,9323.86194,5123.24515,14022.537
Indonesia,Both,Stroke,44861.01699,21432.60369,70588.98592
Indonesia,Both,"Trachea, bronchus, lung cancers",2501.4942,1363.79479,4108.34046
Indonesia,Female,Chronic obstructive pulmonary disease,3383.78584,1003.06049,7211.21243
Indonesia,Female,Ischaemic heart disease,23166.50608,14418.69274,30525.48533
Indonesia,Male,"Trachea, bronchus, lung cancers",1881.5571,1025.81,3090.18392
India,Both,Chronic obstructive pulmonary disease,205557.2407,89992.59812,371160.8095
India,Both,Ischaemic heart disease,404140.8802,283038.0958,508546.3134
Iraq,Both,Ischaemic heart disease,9209.10091,6197.81533,11774.07303
Iraq,Both,"Trachea, bronchus, lung cancers",344.89296,208.3767,514.10292
Iraq,Female,Chronic obstructive pulmonary disease,102.51139,40.0551,191.39419
Iraq,Female,Ischaemic heart disease,4121.10217,2773.54222,5268.93541
Iraq,Female,Lower respiratory infections,596.83213,407.62913,795.17459
Iraq,Female,Stroke,1833.75181,977.93886,2771.18709
Iraq,Female,"Trachea, bronchus, lung cancers",88.26434,53.32736,131.56823
Iraq,Male,Chronic obstructive pulmonary disease,167.70563,65.52897,313.11529
Iraq,Male,Ischaemic heart disease,5087.99874,3424.27311,6505.13762
Iraq,Both,Lower respiratory infections,1325.67875,905.42256,1766.23542
Iraq,Both,Stroke,3651.57095,1947.38084,5518.29655
Ireland,Male,Stroke,55.30204,19.15291,105.73846
Ireland,Male,"Trachea, bronchus, lung cancers",35.56187,15.72776,65.99859
Iran (Islamic Republic of),Both,Chronic obstructive pulmonary disease,2049.85024,779.45469,3827.5384
Iran (Islamic Republic of),Both,Ischaemic heart disease,22138.82714,14831.90296,28178.11772
Iran (Islamic Republic of),Both,Lower respiratory infections,2746.19275,1841.05837,3683.51264
Iran (Islamic Republic of),Both,Stroke,5931.25048,3072.71644,8964.03651
Iran (Islamic Republic of),Both,"Trachea, bronchus, lung cancers",912.60568,540.99721,1374.95198
Iceland,Female,Ischaemic heart disease,17.43576,8.16438,27.06166
Iceland,Female,Lower respiratory infections,1.83627,0.34042,5.02914
Iceland,Female,Stroke,3.297,0.80504,7.62297
Iceland,Female,"Trachea, bronchus, lung cancers",1.09346,0.43023,2.28083
Iceland,Male,Chronic obstructive pulmonary disease,1.88269,0.21321,5.90093
Iceland,Male,Ischaemic heart disease,22.6385,10.6006,35.13673
Iceland,Male,Lower respiratory infections,1.84983,0.34293,5.06627
Iceland,Male,Stroke,2.92291,0.7137,6.75803
Iceland,Male,"Trachea, bronchus, lung cancers",0.92168,0.36265,1.92252
Israel,Both,Chronic obstructive pulmonary disease,207.93089,64.16566,432.53435
Israel,Both,Ischaemic heart disease,1063.95399,669.73481,1379.55872
Israel,Both,Lower respiratory infections,286.16289,151.16227,428.25913
Israel,Both,Stroke,313.80998,152.99798,482.54511
Israel,Both,"Trachea, bronchus, lung cancers",181.79207,101.21761,289.47995
Israel,Female,Chronic obstructive pulmonary disease,89.30306,27.55814,185.76673
Israel,Female,Ischaemic heart disease,470.56571,296.2104,610.15141
Israel,Female,Lower respiratory infections,152.19448,80.39499,227.76774
Israel,Female,Stroke,167.02141,81.43124,256.82855
Israel,Female,"Trachea, bronchus, lung cancers",60.55132,33.71357,96.42001
Israel,Male,Chronic obstructive pulmonary disease,118.62783,36.60751,246.76762
Israel,Male,Ischaemic heart disease,593.38828,373.52441,769.4073
Israel,Male,Lower respiratory infections,133.96841,70.76728,200.49139
Iran (Islamic Republic of),Female,Chronic obstructive pulmonary disease,730.87366,277.9144,1364.70799
Iran (Islamic Republic of),Female,Ischaemic heart disease,8853.23857,5931.22547,11268.32949
Iran (Islamic Republic of),Female,Lower respiratory infections,1150.27944,771.15184,1542.88837
Iran (Islamic Republic of),Female,Stroke,2748.18066,1423.70988,4153.38922
Iran (Islamic Republic of),Female,"Trachea, bronchus, lung cancers",273.38766,162.06557,411.89192
Iran (Islamic Republic of),Male,Chronic obstructive pulmonary disease,1318.97658,501.54029,2462.83041
Iran (Islamic Republic of),Male,Ischaemic heart disease,13285.58857,8900.67749,16909.78823
Iran (Islamic Republic of),Male,Lower respiratory infections,1595.91331,1069.90653,2140.62426
Iran (Islamic Republic of),Male,Stroke,3183.06981,1649.00656,4810.64729
Iran (Islamic Republic of),Male,"Trachea, bronchus, lung cancers",639.21801,378.93164,963.06006
Iraq,Both,Chronic obstructive pulmonary disease,270.21703,105.58407,504.50948
Iraq,Male,Lower respiratory infections,728.84662,497.79343,971.06083
Iraq,Male,Stroke,1817.81915,969.44198,2747.10946
Iraq,Male,"Trachea, bronchus, lung cancers",256.62862,155.04934,382.53469
Iceland,Both,Chronic obstructive pulmonary disease,4.6416,0.52566,14.54823
Iceland,Both,Ischaemic heart disease,40.07426,18.76498,62.19839
Iceland,Both,Lower respiratory infections,3.68611,0.68336,10.09541
Iceland,Both,Stroke,6.21991,1.51874,14.381
Iceland,Both,"Trachea, bronchus, lung cancers",2.01514,0.79288,4.20335
Iceland,Female,Chronic obstructive pulmonary disease,2.75891,0.31245,8.6473
Italy,Female,"Trachea, bronchus, lung cancers",646.20801,328.67146,1077.00085
Jamaica,Both,"Trachea, bronchus, lung cancers",32.31107,16.07958,54.6483
Jamaica,Female,Chronic obstructive pulmonary disease,10.16665,2.59549,22.64555
Jamaica,Female,Ischaemic heart disease,156.30755,94.49764,205.87017
Jamaica,Female,Lower respiratory infections,28.7206,12.71549,46.98652
Jamaica,Female,Stroke,143.47583,62.10556,231.11899
Jamaica,Female,"Trachea, bronchus, lung cancers",8.35113,4.15593,14.12442
Jamaica,Male,Chronic obstructive pulmonary disease,39.60326,10.11049,88.21363
Jamaica,Male,Ischaemic heart disease,169.34022,102.37669,223.03528
Italy,Male,Chronic obstructive pulmonary disease,1890.11645,510.82534,4264.18227
Italy,Male,Ischaemic heart disease,8697.23782,5278.75308,11459.68355
Italy,Male,Lower respiratory infections,1143.77569,515.95897,1881.05788
Italy,Male,Stroke,2637.13503,1189.65214,4344.64893
Italy,Male,"Trachea, bronchus, lung cancers",1581.24183,804.24423,2635.37247
Jamaica,Both,Chronic obstructive pulmonary disease,49.76992,12.70598,110.85918
Jamaica,Both,Ischaemic heart disease,325.64777,196.87433,428.90544
Jamaica,Both,Lower respiratory infections,59.33527,26.26956,97.07172
Jamaica,Both,Stroke,266.09198,115.18172,428.63604
Israel,Male,Stroke,146.78858,71.56673,225.71656
Israel,Male,"Trachea, bronchus, lung cancers",121.24075,67.50404,193.05993
Italy,Both,Chronic obstructive pulmonary disease,3449.93353,932.38353,7783.19524
Italy,Both,Ischaemic heart disease,17953.97424,10897.09157,23656.57553
Italy,Both,Lower respiratory infections,2402.05594,1083.57112,3950.4304
Italy,Both,Stroke,6704.61071,3024.55293,11045.76722
Italy,Both,"Trachea, bronchus, lung cancers",2227.44983,1132.91569,3712.37332
Italy,Female,Chronic obstructive pulmonary disease,1559.81707,421.5582,3519.01297
Jordan,Male,"Trachea, bronchus, lung cancers",101.12925,58.05393,156.38936
Japan,Both,Chronic obstructive pulmonary disease,6707.15099,1491.77789,16370.34337
Japan,Both,Ischaemic heart disease,27347.10182,15963.29807,36804.52181
Japan,Both,Lower respiratory infections,12467.27597,4549.56281,22994.40222
Japan,Both,Stroke,11018.19917,4395.37854,19336.18835
Japan,Both,"Trachea, bronchus, lung cancers",3816.86819,1862.50825,6682.66992
Japan,Female,Chronic obstructive pulmonary disease,2671.70115,594.22916,6520.90064
Japan,Female,Ischaemic heart disease,14726.66452,8596.38205,19819.57171
Japan,Female,Lower respiratory infections,5906.84197,2155.52688,10894.46487
Japan,Female,Stroke,5945.61402,2371.82355,10434.14725
Japan,Female,"Trachea, bronchus, lung cancers",1161.12641,566.59214,2032.92966
Japan,Male,Chronic obstructive pulmonary disease,4035.44984,897.54873,9849.44273
Italy,Female,Ischaemic heart disease,9256.73642,5618.33849,12196.89197
Italy,Female,Lower respiratory infections,1258.28025,567.61215,2069.37252
Italy,Female,Stroke,4067.47567,1834.90079,6701.11829
Jamaica,Male,Lower respiratory infections,30.61468,13.55406,50.0852
Jamaica,Male,Stroke,122.61615,53.07616,197.51705
Jamaica,Male,"Trachea, bronchus, lung cancers",23.95994,11.92364,40.52388
Jordan,Both,Chronic obstructive pulmonary disease,71.41112,24.54034,136.43397
Jordan,Both,Ischaemic heart disease,1098.11935,720.32677,1411.44869
Jordan,Both,Lower respiratory infections,204.82929,122.45453,287.86585
Jordan,Both,Stroke,432.80509,223.82765,646.73625
Jordan,Both,"Trachea, bronchus, lung cancers",121.65722,69.83815,188.13443
Jordan,Female,Chronic obstructive pulmonary disease,24.26911,8.34005,46.36717
Jordan,Female,Ischaemic heart disease,489.4544,321.06447,629.11174
Jordan,Female,Lower respiratory infections,99.73064,59.62266,140.16084
Jordan,Female,Stroke,250.32293,129.45595,374.05502
Jordan,Female,"Trachea, bronchus, lung cancers",20.52796,11.78422,31.74507
Jordan,Male,Chronic obstructive pulmonary disease,47.142,16.20029,90.0668
Jordan,Male,Ischaemic heart disease,608.66494,399.2623,782.33695
Jordan,Male,Lower respiratory infections,105.09865,62.83186,147.70501
Jordan,Male,Stroke,182.48216,94.3717,272.68123
Kazakhstan,Both,Chronic obstructive pulmonary disease,1185.73439,387.54124,2438.29568
Kenya,Both,Lower respiratory infections,2493.12954,858.14189,4577.6097
Kenya,Both,Stroke,1457.40682,535.94099,2543.35752
Kenya,Both,"Trachea, bronchus, lung cancers",36.47821,13.68873,69.48412
Kenya,Female,Chronic obstructive pulmonary disease,159.6833,33.041,389.52909
Kenya,Female,Ischaemic heart disease,891.40876,492.70198,1236.37444
Kenya,Female,Lower respiratory infections,1145.38916,394.24603,2103.03735
Kenya,Female,Stroke,730.13253,268.49603,1274.17275
Kenya,Female,"Trachea, bronchus, lung cancers",15.68045,5.88421,29.8683
Kazakhstan,Both,Ischaemic heart disease,6913.72523,4488.41284,8948.44176
Kazakhstan,Both,Lower respiratory infections,769.02898,452.6184,1103.01953
